ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
21,2 国有資産等所在市町村交付金,"55,000","55,000",0,1 現年課税分,"55,000","交付金 55,000"
21,計,"23,861,300","23,235,700","625,600",,,"算定標準額 3,966,000×1.4％"
21,1 環境性能割,"18,000","85,000","△67,000",1 環境性能割,"18,000","環境性能割 18,000"
21,1 環境性能割,"18,000","85,000","△67,000",1 現年課税分,"872,000","現年課税分 872,000"
21,2 種別割,"878,700","856,600","22,100",,,"調定見込額 883,000×98.8％"
21,2 種別割,"878,700","856,600","22,100",2 滞納繰越分,"6,700","滞納繰越分 6,700"
21,計,"896,700","941,600","△44,900",,,"調定見込額 26,300×25.5％"
21,1 市たばこ税,"2,001,000","1,979,000","22,000",,,
21,計,"2,001,000","1,979,000","22,000",1 現年課税分,"3,798,000","現年課税分 3,798,000"
21,計,"2,001,000","1,979,000","22,000",,,"土 地
2,044,000"
21,計,"2,001,000","1,979,000","22,000",,,"調定見込額 2,053,000×99.6％"
21,計,"2,001,000","1,979,000","22,000",,,"家 屋
1,754,000"
22,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
22,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
22,,千円,千円,千円,,千円,千円
22,,千円,千円,千円,,,"調定見込額 1,762,000×99.6％"
22,,千円,千円,千円,2 滞納繰越分,"10,300","滞納繰越分 10,300"
22,計,"3,808,300","3,775,200","33,100",,,"調定見込額 35,800×28.8％"
23,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
23,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
23,1 地方揮発油譲与税,"千円
120,000","千円
140,000","千円
△20,000",,千円,千円
23,1 地方揮発油譲与税,"千円
120,000","千円
140,000","千円
△20,000",1 地方揮発油譲,"120,000","地方揮発油譲与税 120,000"
23,計,"120,000","140,000","△20,000",与税,,
23,1 自動車重量譲与税,"480,000","450,000","30,000",1 自動車重量譲,"480,000","自動車重量譲与税 480,000"
23,計,"480,000","450,000","30,000",与税,,"自動車重量税収入額の 407／1,000相当額"
23,1 森林環境譲与税,"78,000","80,000","△2,000",1 森林環境譲与,"78,000","森林環境譲与税 78,000"
23,計,"78,000","80,000","△2,000",税,,
23,1 特別とん譲与税,"7,000","10,000","△3,000",1 特別とん譲与,"7,000","特別とん譲与税 7,000"
23,計,"7,000","10,000","△3,000",税,,入港外国貿易船純トン数当たり 20円
24,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
24,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
24,1 利子割交付金,"千円
100,000","千円
22,000","千円
78,000",,千円,千円
24,1 利子割交付金,"千円
100,000","千円
22,000","千円
78,000",1 利子割交付金,"100,000","利子割交付金 100,000"
24,計,"100,000","22,000","78,000",,,交付率 3／5
25,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
25,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
25,1 配当割交付金,"千円
380,000","千円
350,000","千円
30,000",,千円,千円
25,1 配当割交付金,"千円
380,000","千円
350,000","千円
30,000",1 配当割交付金,"380,000","配当割交付金 380,000"
25,計,"380,000","350,000","30,000",,,交付率 3／5
26,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
26,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
26,1 株式等譲渡所得割交付金,"千円
700,000","千円
500,000","千円
200,000",,千円,千円
26,1 株式等譲渡所得割交付金,"千円
700,000","千円
500,000","千円
200,000",1 株式等譲渡所,"700,000","株式等譲渡所得割交付金 700,000"
26,計,"700,000","500,000","200,000",得割交付金,,交付率 3／5
27,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
27,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
27,1 法人事業税交付金,"千円
770,000","千円
700,000","千円
70,000",,千円,千円
27,1 法人事業税交付金,"千円
770,000","千円
700,000","千円
70,000",1 法人事業税交,"770,000","法人事業税交付金 770,000"
27,計,"770,000","700,000","70,000",付金,,交付率 7.7／100
28,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
28,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
28,1 地方消費税交付金,"千円
7,800,000","千円
7,000,000","千円
800,000",,千円,千円
28,1 地方消費税交付金,"千円
7,800,000","千円
7,000,000","千円
800,000",1 地方消費税交,"7,800,000","地方消費税交付金 7,800,000"
28,計,"7,800,000","7,000,000","800,000",付金,,交付率 1／2
29,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
29,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
29,1 ゴルフ場利用税交付金,"千円
60,000","千円
60,000","千円
0",,千円,千円
29,1 ゴルフ場利用税交付金,"千円
60,000","千円
60,000","千円
0",1 ゴルフ場利用,"60,000","ゴルフ場利用税交付金 60,000"
29,1 ゴルフ場利用税交付金,"千円
60,000","千円
60,000","千円
0",税交付金,,交付率 7／10
29,計,"60,000","60,000",0,,,大富士ゴルフ場 外2ゴルフ場
30,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
30,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
30,1 環境性能割交付金,"千円
2,000","千円
110,000","千円
△108,000",,千円,千円
30,1 環境性能割交付金,"千円
2,000","千円
110,000","千円
△108,000",1 環境性能割交,"2,000","環境性能割交付金 2,000"
30,計,"2,000","110,000","△108,000",付金,,交付率 43／100
31,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
31,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
31,目,本年度予算額,前年度予算額,"比
較",1 地方特例交付,"千円
453,000","千円
地方特例交付金 453,000"
31,1 地方特例交付金,"千円
453,000","千円
286,000","千円
167,000",金,,"住宅借入金等特別税額控除減収補塡分 249,000"
31,1 地方特例交付金,"千円
453,000","千円
286,000","千円
167,000",,,"地方揮発油譲与税減収補塡分 20,000"
31,計,"453,000","286,000","167,000",,,"自動車税減収補塡分 108,000"
31,計,"453,000","286,000","167,000",,,"軽自動車税減収補塡分 76,000"
31,1 新型コロナウイルス感染症対策地方税減収補塡特別,"5,000","26,000","△21,000",1 新型コロナウ,"5,000","新型コロナウイルス感染症対策地方税減収補塡特別交付金 5,000"
31,1 新型コロナウイルス感染症対策地方税減収補塡特別,"5,000","26,000","△21,000",イルス感染症,,
31,交付金,,,,対策地方税減,,
31,交付金,,,,収補塡特別交,,
31,計,"5,000","26,000","△21,000",付金,,
32,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
32,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
32,1 地方交付税,"千円
200,000","千円
200,000","千円
0",,千円,千円
32,計,"200,000","200,000",0,1 地方交付税,"200,000","特別交付税 200,000"
33,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
33,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
33,1 交通安全対策特別交付金,"千円
40,000","千円
40,000","千円
0",,千円,千円
33,1 交通安全対策特別交付金,"千円
40,000","千円
40,000","千円
0",1 交通安全対策,"40,000","交通安全対策特別交付金 40,000"
33,計,"40,000","40,000",0,特別交付金,,交付率 1／3
34,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
34,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
34,目,本年度予算額,前年度予算額,"比
較",1 総務管理費負,"千円
107,509","千円
健康管理費企業会計負担金 18,348"
34,目,本年度予算額,前年度予算額,"比
較",担金,,福利厚生費企業会計負担金 532
34,目,本年度予算額,前年度予算額,"比
較",,,情報公開費企業会計負担金 396
34,目,本年度予算額,前年度予算額,"比
較",,,会計事務費企業会計等負担金 929
34,目,本年度予算額,前年度予算額,"比
較",,,"契約管理費企業会計負担金 15,320"
34,目,本年度予算額,前年度予算額,"比
較",,,"工事検査費企業会計等負担金 9,800"
34,目,本年度予算額,前年度予算額,"比
較",,,"情報化推進費企業会計等負担金 48,290"
34,目,本年度予算額,前年度予算額,"比
較",,,"共同電算事業費企業会計等負担金 13,893"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,公平委員会共同設置運営費負担金 1
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",1 老人福祉費負,"47,237",シルバーハウジング入居者負担金 645
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",担金,,緊急保護措置利用者負担金 100
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,"養護老人ホーム入所者及び扶養義務者負担金 43,932"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,"50,848円×72人×12月"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,"生きがいデイサービス事業利用者負担金 2,560"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",2 児童福祉費負,"245,780","未熟児養育医療費負担金 2,000"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",担金,,"保育児童扶養義務者負担金 176,928"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,"私立分 （536人） 169,017"
34,1 総務費負担金,"千円
107,509","千円
88,354","千円
19,155",,,"私立委託分（13人） 4,199"
34,2 民生費負担金,"297,543","279,204","18,339",,,"過年度分 3,712"
34,2 民生費負担金,"297,543","279,204","18,339",,,"保育児童扶養義務者負担金（平日食事分） 43,663"
34,2 民生費負担金,"297,543","279,204","18,339",,,保育児童扶養義務者負担金（土曜日食事分） 994
34,2 民生費負担金,"297,543","279,204","18,339",,,"保育児童扶養義務者負担金（家庭的保育事業） 5,983"
34,2 民生費負担金,"297,543","279,204","18,339",,,"保育児童受託分負担金 14,982"
34,2 民生費負担金,"297,543","279,204","18,339",,,日本スポーツ振興センター災害共済掛金保護者負担金 293
34,2 民生費負担金,"297,543","279,204","18,339",,,一時預かり保育料（食事分） 656
34,2 民生費負担金,"297,543","279,204","18,339",,,乳児等通園支援児童扶養義務者負担金（食事分） 281
34,2 民生費負担金,"297,543","279,204","18,339",3 障害者福祉費,"4,526",ふじやま学園日中一時支援事業保護者負担金 735
34,2 民生費負担金,"297,543","279,204","18,339",負担金,,ふじやま学園短期入所保護者負担金 974
35,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
35,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
35,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
ふじやま学園施設入所保護者負担金 892"
35,,千円,千円,千円,,,"こども発達センター利用者負担金 1,925"
35,,千円,千円,千円,1 保健衛生費負,"34,010",簡易水道統合推進事業費企業会計負担金 372
35,,千円,千円,千円,担金,,"看護専門学校運営費負担金 33,638"
35,,千円,千円,千円,2 環境対策費負,"434,187","富士・愛鷹山麓地域保全措置負担金 10,000"
35,3 衛生費負担金,"468,197","452,198","15,999",担金,,"環境再生保全機構負担金 424,187"
35,3 衛生費負担金,"468,197","452,198","15,999",,,"補償給付費 418,512×10／10 418,512"
35,3 衛生費負担金,"468,197","452,198","15,999",,,"福祉事業費 2,182×3／4 1,636"
35,4 土木費負担金,"4,663","7,527","△2,864",,,"健康被害予防事業費 4,039×10／10 4,039"
35,4 土木費負担金,"4,663","7,527","△2,864",1 土木管理費負,"2,054","工事設計監理費企業会計負担金 2,054"
35,4 土木費負担金,"4,663","7,527","△2,864",担金,,
35,5 消防費負担金,"777,339","49,992","727,347",2 道路橋梁費負,"2,609","土木積算システム企業会計等負担金 2,609"
35,5 消防費負担金,"777,339","49,992","727,347",担金,,
35,5 消防費負担金,"777,339","49,992","727,347",1 消防費負担金,"777,339","消防指令センター運営事業費負担金 777,339"
35,6 教育費負担金,"18,304","20,935","△2,631",1 幼稚園費負担,"9,482","幼稚園児扶養義務者負担金（食事分） 7,335"
35,6 教育費負担金,"18,304","20,935","△2,631",金,,"幼稚園保育児童受託分負担金 2,046"
35,6 教育費負担金,"18,304","20,935","△2,631",,,預かり保育料（食事分） 101
35,6 教育費負担金,"18,304","20,935","△2,631",2 体育保健費負,"8,822","日本スポーツ振興センター災害共済掛金保護者負担金 8,822"
35,計,"1,673,555","898,210","775,345",担金,,"小学校 4,891 中学校 2,629"
35,計,"1,673,555","898,210","775,345",,,"市立高校 1,251 幼稚園 51"
36,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
36,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
36,目,本年度予算額,前年度予算額,"比
較",1 総務管理使用,"千円
946","千円
まちづくりセンター使用料 500"
36,目,本年度予算額,前年度予算額,"比
較",料,,市有建物使用料 446
36,1 総務使用料,"千円
946","千円
1,300","千円
△354",1 児童福祉使用,"137,190","保育園等保育料 132,038"
36,1 総務使用料,"千円
946","千円
1,300","千円
△354",料,,保育園
36,1 総務使用料,"千円
946","千円
1,300","千円
△354",,,"公立分 （336人） 105,846"
36,1 総務使用料,"千円
946","千円
1,300","千円
△354",,,認定こども園
36,2 民生使用料,"137,190","139,550","△2,360",,,"公立分 （44人） 13,831"
36,2 民生使用料,"137,190","139,550","△2,360",,,小規模保育事業所
36,2 民生使用料,"137,190","139,550","△2,360",,,"公立分 （37人） 11,731"
36,2 民生使用料,"137,190","139,550","△2,360",,,公立受託分 （2人） 630
36,3 衛生使用料,"105,966","110,239","△4,273",,,"延長保育料 1,328"
36,3 衛生使用料,"105,966","110,239","△4,273",,,"一時預かり保育料 3,011"
36,3 衛生使用料,"105,966","110,239","△4,273",,,乳児等通園支援保育料 813
36,3 衛生使用料,"105,966","110,239","△4,273",1 保健衛生使用,"79,491","墓所使用料 24,750"
36,4 農林水産業使用料,49,72,△23,料,,"墓所管理料 28,587"
36,4 農林水産業使用料,49,72,△23,,,"斎場使用料 3,240"
36,4 農林水産業使用料,49,72,△23,,,斎場産汚物焼却料 297
36,4 農林水産業使用料,49,72,△23,,,"斎場霊柩車使用料 5,600"
36,5 商工使用料,618,604,14,,,斎場施設使用料 169
36,5 商工使用料,618,604,14,,,"看護専門学校授業料 16,848"
36,5 商工使用料,618,604,14,2 清掃使用料,"26,475","中野台下水処理施設使用料 24,276"
36,5 商工使用料,618,604,14,,,"市有土地使用料 2,199"
36,6 土木使用料,"517,831","519,173","△1,342",1 林業使用料,49,休養林キャンプ場使用料 49
36,6 土木使用料,"517,831","519,173","△1,342",1 商工使用料,618,市有建物使用料 618
36,6 土木使用料,"517,831","519,173","△1,342",1 道路橋梁使用,"135,170","市道占用料 135,170"
36,6 土木使用料,"517,831","519,173","△1,342",料,,
37,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
37,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
37,目,本年度予算額,前年度予算額,"比
較",2 河川使用料,"千円
25,010","千円
河川流水占用料 157"
37,目,本年度予算額,前年度予算額,"比
較",,,"河川敷地占用料 24,699"
37,目,本年度予算額,前年度予算額,"比
較",,,都市下水路占用料 154
37,,千円,千円,千円,3 都市計画使用,"1,650","市有土地使用料 1,650"
37,,千円,千円,千円,料,,
37,,千円,千円,千円,4 公園使用料,"6,501","公園占用料 1,161"
37,,千円,千円,千円,,,公園使用料 531
37,,千円,千円,千円,,,"市有土地使用料 4,809"
37,7 消防使用料,417,420,△3,5 住宅使用料,"349,500","市営住宅使用料 323,294"
37,7 消防使用料,417,420,△3,,,"管理戸数 23団地 2,175戸"
37,7 消防使用料,417,420,△3,,,市営住宅汚水処理施設使用料 958
37,7 消防使用料,417,420,△3,,,"市営住宅駐車場使用料 25,247"
37,7 消防使用料,417,420,△3,,,市有土地使用料 1
37,7 消防使用料,417,420,△3,1 消防使用料,417,市有土地使用料 417
37,8 教育使用料,"106,020","104,744","1,276",1 高等学校使用,"87,199","高等学校授業料 87,199"
37,8 教育使用料,"106,020","104,744","1,276",料,,"9,900円×734人×12月"
37,8 教育使用料,"106,020","104,744","1,276",2 幼稚園使用料,975,預かり保育料 975
37,8 教育使用料,"106,020","104,744","1,276",3 社会教育使用,611,博物館使用料 10
37,8 教育使用料,"106,020","104,744","1,276",料,,中央図書館市民ギャラリー使用料 601
